,id,last_scraped,source,name,host_id,host_name,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_ly,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,calculated_host_listings_count,calculated_host_listings_count_entire_homes
1693,1205855953388954474,2026-06-24,city scrape,Cozy Bedroom Near Algonquin college,51628690,Victor,10,6,3,3,"Ottawa, Canada",f,2,t,College,45.35635,-75.76368,Private room in home,Private room,2,1.0,2.0,1.0,42.4,2026-09-30,2026-10-30,1272.1,42.4,30.0,365.0,t,0,0,0,267,2026-06-24,2,1,2,2025-05-31,2025-10-30,5.0,5.0,5.0,5.0,5.0,5.0,0.15,2,0
1694,1206524480579398620,2026-06-24,city scrape,Sicilian: Golf / Work / Events,591441355,Shayne,1,11,1,11,"Ottawa, Canada",f,2,f,West Carleton-March,45.3661395,-75.9328818,Entire home,Entire home/apt,8,4.0,4.0,5.0,165.71,2026-07-19,2026-08-18,4971.16,165.71,4.0,1125.0,t,7,37,67,342,2026-06-24,25,8,16,2024-08-14,2025-09-02,4.72,4.76,4.76,4.84,4.76,4.76,1.1,2,1
1695,1206712900938213762,2026-06-24,city scrape,Homely & Cozy Nook,543618887,Adrienne,2,7,1,11,"Ottawa, Canada",t,3,t,College,45.34508,-75.79672,Private room in home,Private room,1,1.5,2.0,1.0,86.01,2026-07-24,2026-07-25,86.01,86.01,1.0,1125.0,t,0,30,60,335,2026-06-24,73,53,41,2024-09-01,2026-06-21,4.9,4.9,4.92,4.89,4.75,4.89,3.31,3,0
1696,1206831247119253853,2026-06-24,city scrape,Perfect Room for Work & Travel in Quiet Ottawa,113446783,Sudie,9,4,1,10,"Ottawa, Canada",f,2,t,Kanata North,45.36136,-75.92361,Private room in home,Private room,2,1.0,1.0,1.0,126.0,2026-06-30,2026-07-01,126.0,126.0,1.0,365.0,t,24,54,84,359,2026-06-24,22,8,12,2024-08-09,2026-04-16,4.73,4.77,4.86,4.82,4.41,4.59,0.96,2,0
1697,1207123046883627079,2026-06-24,city scrape,Nice room to rent student/worker,423768453,Seynabou,4,9,3,5,"Ottawa, Canada",f,26,t,Beacon Hill-Cyrville,45.45113,-75.59844,Private room in rental unit,Private room,1,1.0,2.0,1.0,64.83,2026-06-24,2026-07-24,1944.8,64.83,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,26,6
1698,1207542897843554494,2026-06-24,city scrape,Ottawa Garden View Queen&Twin Room,512479686,Wei,3,1,1,11,"Ottawa, Canada",t,3,t,Barrhaven,45.252388087616765,-75.73459289968014,Private room in home,Private room,3,1.5,2.0,2.0,106.13,2026-06-30,2026-07-01,106.13,106.13,1.0,30.0,t,13,29,53,143,2026-06-24,197,141,101,2024-08-01,2026-06-21,4.9,4.88,4.94,4.97,4.88,4.95,8.53,3,0
1699,1208590198862618482,2026-06-24,city scrape,Comfortable room for rent,423768453,Seynabou,4,9,3,5,"Ottawa, Canada",f,26,t,Beacon Hill-Cyrville,45.45146,-75.59703,Private room in rental unit,Private room,1,1.0,2.0,1.0,71.81,2026-06-24,2026-07-24,2154.34,71.81,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,26,6
1700,1208660586856692728,2026-06-24,city scrape,Sunny & Serene Bedroom,543618887,Adrienne,2,7,1,11,"Ottawa, Canada",t,3,t,College,45.34379,-75.79687,Private room in home,Private room,1,1.5,2.0,1.0,81.89,2026-06-28,2026-06-29,81.89,81.89,1.0,1125.0,t,18,48,78,353,2026-06-24,99,74,57,2024-07-31,2026-06-21,4.98,4.95,4.99,4.97,4.85,4.87,4.28,3,0
1701,1208722370273033891,2026-07-02,previous scrape,Hidden treasure - spacious Retreat w/Outdoor Oasis,43098194,Natalie,10,10,1,11,"Ottawa, Canada",f,1,t,Kitchissippi,45.38739,-75.743,Entire bungalow,Entire home/apt,8,1.4,3.0,2.0,173.3,0000-00-00,"""0000-00-00""",2246.7,173.3,2.0,365.0,t,0,0,0,0,2026-07-02,28,0,4,2024-08-18,2025-02-01,4.86,4.86,4.89,4.96,4.71,4.64,1.23,1,1
1702,1208916163479930866,2026-07-02,previous scrape,heart of centretown free parking,59083027,Daniel,10,4,10,4,"Ottawa, Canada",f,2,t,Somerset,45.41453756120541,-75.69949851908304,Entire rental unit,Entire home/apt,6,1.4,3.0,2.0,173.3,0000-00-00,"""0000-00-00""",2246.7,173.3,30.0,365.0,t,0,0,0,22,2026-07-02,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,2,2
1703,1211067357156854467,2026-06-24,city scrape,Cozy room near Ottawa airport #2,134352405,Thao,9,0,1,6,"Ottawa, Canada",t,9,t,River,45.34685,-75.66559,Private room in home,Private room,1,1.0,2.0,1.0,33.97,2026-07-21,2026-08-20,1019.2,33.97,30.0,120.0,t,3,33,63,153,2026-06-24,3,1,3,2025-01-31,2025-06-30,4.33,4.67,5.0,5.0,4.33,3.67,0.18,2,0
1704,1213135601921548271,2026-06-24,city scrape,Mon logement attrayant!,573947214,Sandra,2,2,1,10,"Ottawa, Canada",f,1,t,Rideau-Vanier,45.44065,-75.65533,Private room in rental unit,Private room,3,1.4,2.0,2.0,129.14,2026-06-26,2026-07-03,904.0,129.14,7.0,365.0,t,28,58,88,88,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,1,0
1705,1213912184714172500,2026-06-24,city scrape,Spacious 4 Bedroom Home | Office | Parking | W&D,52810809,Natalie,10,5,4,10,"Ottawa, Canada",f,31,t,Osgoode,45.30744,-75.5921,Entire home,Entire home/apt,10,3.5,4.0,4.0,192.97,2026-09-01,2026-10-01,5789.18,192.97,30.0,1125.0,t,0,0,21,201,2026-06-24,79,34,48,2024-08-25,2026-03-22,4.77,4.8,4.95,4.87,4.75,4.68,3.54,21,21
1706,1214603347133246164,2026-06-24,city scrape,Independent Suite in Kanata,593790210,Al,1,10,1,10,"Ottawa, Canada",f,1,t,Kanata South,45.29795,-75.8621,Entire guest suite,Entire home/apt,4,1.4,2.0,3.0,187.0,2027-06-07,2027-06-11,748.0,187.0,4.0,27.0,t,0,0,0,18,2026-06-24,43,15,19,2024-08-08,2026-05-17,4.74,4.88,4.95,4.95,4.74,4.63,1.88,1,1
1707,1215299376326350895,2026-06-24,city scrape,Artistic & Trendy 4 Bedroom Home,260069817,Paraskevy,7,1,1,10,"Ottawa, Canada",t,1,t,College,45.34689,-75.74514,Entire home,Entire home/apt,8,2.0,4.0,4.0,716.0,2026-06-29,2026-06-30,716.0,716.0,1.0,1125.0,t,16,34,58,238,2026-06-24,50,23,25,2024-08-10,2026-05-21,4.88,4.9,4.94,4.92,4.92,4.78,2.19,1,1
1708,1216772554498722156,2026-06-24,city scrape,Comfort Style & Space Rideau River Retreat  Ottawa,594394104,Elvis,1,10,1,8,"Ottawa, Canada",f,1,t,Rideau-Goulbourn,45.21148948083383,-75.68125961571478,Entire guest suite,Entire home/apt,2,1.0,2.0,1.0,111.5,2026-08-01,2026-08-03,223.0,111.5,2.0,365.0,t,1,23,53,328,2026-06-24,2,2,0,2026-05-04,2026-06-02,5.0,5.0,5.0,5.0,5.0,5.0,1.15,1,1
1709,1216921931593539627,2026-06-24,city scrape,Cozy 4BED Townhouse in Barrhaven,22350228,Jenny,11,8,7,5,"Ottawa, Canada",t,20,t,Rideau-Goulbourn,45.23986,-75.7493,Entire home,Entire home/apt,8,3.5,4.0,4.0,423.0,2026-07-12,2026-07-13,423.0,423.0,1.0,365.0,t,5,11,36,212,2026-06-24,90,48,42,2024-08-12,2026-06-10,4.93,4.96,4.96,4.93,4.64,4.86,3.96,15,15
1710,1217374677616283327,2026-06-24,city scrape,Peaceful Room for Long-Term Stay,423768453,Seynabou,4,9,3,5,"Ottawa, Canada",f,26,t,Beacon Hill-Cyrville,45.45108,-75.59838,Private room in rental unit,Private room,1,1.0,2.0,1.0,67.36,2026-06-24,2026-07-24,2020.89,67.36,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,26,6
1711,1219172204791228569,2026-06-24,city scrape,Entire 4 Bedroom House + Office in Ottawa,372636516,Anees,5,8,5,3,"Ottawa, Canada",t,1,t,Cumberland,45.45515,-75.48381,Entire townhouse,Entire home/apt,10,2.5,4.0,8.0,432.51,2026-06-25,2026-06-26,432.51,432.51,1.0,29.0,t,18,42,68,138,2026-06-24,119,81,57,2024-08-16,2026-06-22,4.92,4.95,4.97,5.0,4.93,4.88,5.27,1,1
1712,1219438729630645242,2026-06-24,city scrape,One Bedroom (Private Kitchen & Bath),486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Innes,45.4439,-75.52046,Private room in home,Private room,2,1.0,2.0,1.0,61.93,2026-06-24,2026-07-24,1858.0,61.93,30.0,365.0,t,30,60,90,90,2026-06-24,2,0,0,2024-08-12,2024-08-22,5.0,4.5,4.5,4.5,4.5,5.0,0.09,18,1
1713,1219501643251151237,2026-06-24,city scrape,"Safe, Clean Room, Central Area",423768453,Seynabou,4,9,3,5,"Ottawa, Canada",f,26,t,Beacon Hill-Cyrville,45.44961,-75.59738,Private room in rental unit,Private room,1,1.0,1.0,1.0,57.15,2026-06-24,2026-07-24,1714.42,57.15,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,26,6
1714,1219554626939904276,2026-06-24,city scrape,Spa-Theme Urban Oasis w/Parking + Sauna,36637057,Thoma,11,0,9,3,"Ottawa, Canada",t,1,t,Beacon Hill-Cyrville,45.44179,-75.59536,Entire guest suite,Entire home/apt,3,1.5,1.0,3.0,212.0,2026-06-29,2026-06-30,212.0,212.0,1.0,1125.0,t,16,46,76,256,2026-06-24,105,60,62,2024-10-01,2026-06-14,4.83,4.84,4.92,4.95,4.89,4.74,4.98,1,1
1715,1220217483533813127,2026-06-24,city scrape,Cozy modern room with patio,595081434,Olusegun,1,10,1,10,"Ottawa, Canada",f,1,t,Barrhaven,45.24652,-75.75571,Private room in home,Private room,2,1.0,1.0,1.0,97.0,2026-06-24,2026-06-25,97.0,97.0,1.0,365.0,t,16,46,76,351,2026-06-24,11,8,0,2024-08-17,2026-06-06,4.27,4.45,4.73,4.36,4.64,4.36,0.49,1,0
1716,1220299661570606791,2026-06-24,city scrape,Private bedroom and washroom with free parking,231872283,Simran,7,6,2,0,"Ottawa, Canada",t,3,t,Rideau-Rockcliffe,45.44623,-75.63008,Private room in home,Private room,2,1.0,2.0,1.0,157.0,2026-06-24,2026-06-25,157.0,157.0,1.0,365.0,t,15,40,67,157,2026-06-24,106,52,51,2024-08-22,2026-06-21,4.89,4.88,4.93,4.93,4.83,4.89,4.73,3,0
1717,1220352973034524337,2026-06-24,city scrape,Sophisticated & Warm 4BD | Near Intl Airport,475319012,Jasmine,3,10,3,10,"Ottawa, Canada",t,13,t,River,45.3597,-75.67689,Entire home,Entire home/apt,10,2.0,4.0,4.0,237.09,2026-08-04,2026-09-03,7112.72,237.09,30.0,1125.0,t,3,22,52,327,2026-06-24,26,8,19,2024-08-16,2026-04-05,4.73,4.73,4.96,4.85,4.85,4.73,1.15,10,10
1718,1220447828972297043,2026-06-24,city scrape,Dynasty Home -Executive Home,550761329,Abimbola Oluwaseyi,2,6,2,3,"Ottawa, Canada",t,2,t,Barrhaven,45.24966,-75.76097,Private room in home,Private room,2,2.5,3.0,3.0,200.0,2026-07-19,2026-07-22,600.0,200.0,3.0,30.0,t,5,35,65,340,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,2,1
1719,1221127336481883229,2026-07-02,previous scrape,Wonderful & Spacious 2br Condo,13855143,Kondwani,12,2,1,10,"Montreal, Canada",f,1,t,Somerset,45.41578,-75.70578,Entire rental unit,Entire home/apt,2,1.4,2.0,2.0,173.3,2026-07-09,2027-01-05,2246.7,173.3,180.0,365.0,f,23,53,83,358,2026-07-02,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,1,1
1720,1222046902123797056,2026-06-24,city scrape,Ultra Modern Designer House,311847703,Dr Brown,6,7,1,10,"Ottawa, Canada",f,1,t,Bay,45.36229,-75.85543,Entire home,Entire home/apt,10,4.0,5.0,5.0,1140.5,2026-06-29,2026-07-01,2281.0,1140.5,2.0,1125.0,t,12,21,34,257,2026-06-24,24,10,15,2024-08-18,2026-04-19,4.71,4.58,4.96,4.96,4.92,4.5,1.07,1,1
1721,1222556056965479671,2026-06-24,city scrape,Brand new one bed one bath condo,110864112,Amanda,9,5,2,11,"Toronto, Canada",t,2,t,Rideau-Vanier,45.43142,-75.67576,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,88.43,2026-08-01,2026-08-31,2653.0,88.43,30.0,548.0,t,0,22,30,203,2026-06-24,6,3,6,2025-02-12,2025-12-28,5.0,5.0,5.0,5.0,5.0,5.0,0.36,1,1
1722,1223990406479550063,2026-06-24,city scrape,private unit entire suite free parking,258105806,Othman,7,1,2,6,"Ottawa, Canada",t,1,t,Osgoode,45.30788,-75.59239,Entire guesthouse,Entire home/apt,3,1.4,2.0,2.0,155.0,2026-07-02,2026-07-03,155.0,155.0,1.0,90.0,t,14,38,55,55,2026-06-24,16,16,0,2026-02-15,2026-06-17,4.88,4.94,5.0,5.0,4.94,4.94,3.69,1,1
1723,1224044409880602158,2026-06-24,city scrape,Modern Master Retreat with Ensuite in Ottawa,8680095,Betty,12,9,7,8,"Ottawa, Canada",t,5,t,Rideau-Vanier,45.43964,-75.66469,Private room in home,Private room,2,1.5,2.0,1.0,205.5,2026-06-24,2026-06-26,411.0,205.5,2.0,365.0,t,20,33,55,328,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,5,1
1724,1224569645965672884,2026-06-24,city scrape,Modern Double Room with Ensuite in Ottawa,8680095,Betty,12,9,7,8,"Ottawa, Canada",t,5,t,Rideau-Vanier,45.43908,-75.66464,Private room in home,Private room,1,1.5,2.0,1.0,136.94,2026-06-25,2026-06-26,136.94,136.94,1.0,365.0,t,19,32,54,327,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,5,1
1725,1224578794678404384,2026-06-24,city scrape,Modern and Bright Double Bedroom in Ottawa,8680095,Betty,12,9,7,8,"Ottawa, Canada",t,5,t,Rideau-Vanier,45.43949,-75.66522,Private room in home,Private room,1,1.0,2.0,1.0,149.0,2026-06-25,2026-06-26,149.0,149.0,1.0,365.0,t,19,32,54,327,2026-06-24,1,0,0,2024-09-28,2024-09-28,5.0,5.0,5.0,5.0,5.0,5.0,0.05,5,1
1726,1224591710884990521,2026-06-24,city scrape,Modern Double Bedroom for Relaxation in Ottawa,8680095,Betty,12,9,7,8,"Ottawa, Canada",t,5,t,Rideau-Vanier,45.43992,-75.66471,Private room in home,Private room,1,1.5,2.0,1.0,137.0,2026-06-25,2026-06-26,137.0,137.0,1.0,365.0,t,19,32,54,327,2026-06-24,1,0,0,2024-09-27,2024-09-27,5.0,5.0,5.0,5.0,5.0,5.0,0.05,5,1
1727,1224886317509738062,2026-06-24,city scrape,Sunny & Stylish Upper-Level 2BR,42856432,Valerie,10,9,5,4,"Ottawa, Canada",t,2,t,Rideau-Vanier,45.43748748867577,-75.6561687501155,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,94.03,2026-07-01,2026-07-31,2820.75,94.03,30.0,365.0,t,23,53,83,358,2026-06-24,2,2,0,2026-01-01,2026-03-31,5.0,5.0,5.0,5.0,4.5,5.0,0.34,1,1
1728,1225010373184877341,2026-06-24,city scrape,Modern 4Bdrm - Single Home in Ottawa with Parking,397373331,Amina,5,2,1,1,"Ottawa, Canada",t,1,t,Barrhaven,45.25282220183824,-75.7535732746278,Entire home,Entire home/apt,8,3.5,3.0,4.0,270.12,2026-07-17,2026-08-16,8103.58,270.12,30.0,45.0,t,7,37,67,157,2026-06-24,28,23,22,2025-05-24,2026-05-24,4.75,4.79,4.82,4.82,4.86,4.71,2.12,1,1
1729,1225389743890263549,2026-06-24,city scrape,The Dow’s retreat with 2 car driveway,530865270,France,2,10,1,9,"Ottawa, Canada",f,1,t,Capital,45.40076,-75.70221,Entire home,Entire home/apt,6,1.0,3.0,3.0,198.14,2026-11-02,2026-12-02,5944.15,198.14,30.0,1125.0,t,0,0,1,235,2026-06-24,7,5,5,2025-02-28,2026-06-20,4.71,5.0,5.0,4.86,4.71,5.0,0.44,1,1
1730,1225466299778963004,2026-06-24,city scrape,Central Modern 3BR Canal | Dog-Friendly Home,177202134,Heather,8,3,1,0,"Ottawa, Canada",t,1,t,Capital,45.39128205729459,-75.69191639925313,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,201.33,2026-09-12,2026-10-12,6040.0,201.33,30.0,350.0,t,14,20,30,86,2026-06-24,6,6,2,2025-08-26,2026-06-03,5.0,5.0,5.0,5.0,5.0,5.0,0.59,1,1
1731,1225511319213615428,2026-06-24,city scrape,Marché Suites The Atelier 1 Bed,22350228,Jenny,11,8,7,5,"Ottawa, Canada",t,20,t,Rideau-Vanier,45.42814,-75.69027,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,152.67,2026-06-25,2026-07-25,4580.0,152.67,30.0,90.0,t,29,59,89,364,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,15,15
1732,1225611812828244890,2026-06-24,city scrape,Apartment with Big Lounge,256733285,Simran,7,2,1,8,"Ottawa, Canada",t,1,t,Rideau-Goulbourn,45.21172991957911,-75.68211553486734,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,106.36,2026-06-25,2026-06-26,106.36,106.36,1.0,30.0,t,18,41,63,334,2026-06-24,107,69,68,2024-11-07,2026-06-23,4.93,4.92,4.97,4.96,4.8,4.85,5.39,1,1
1733,1226166166724136833,2026-06-24,city scrape,4 BDRM with Waterfront & Hot Tub,596943886,Corry,1,10,1,10,"Ottawa, Canada",f,1,t,Rideau-Vanier,45.4184431,-75.6647523,Entire home,Entire home/apt,7,2.5,4.0,4.0,585.5,2026-08-10,2026-08-14,2342.0,585.5,2.0,365.0,t,1,7,21,296,2026-06-24,18,8,12,2024-11-29,2026-05-17,4.83,4.83,4.89,4.78,4.78,4.67,0.94,1,1
1734,1226206852557619798,2026-06-24,city scrape,The Crownhill Lagoon,94368498,Charles,9,9,1,7,"Ottawa, Canada",t,1,t,Beacon Hill-Cyrville,45.4380052,-75.605847,Entire home,Entire home/apt,4,1.0,1.0,2.0,342.5,2026-06-29,2026-07-01,685.0,342.5,1.0,60.0,t,11,21,51,141,2026-06-24,67,36,42,2024-11-27,2026-06-09,4.97,4.96,4.94,4.99,4.94,4.94,3.5,1,1
1735,1226423125216651888,2026-06-24,city scrape,Marché Suites The Maya 1 Bed,22350228,Jenny,11,8,7,5,"Ottawa, Canada",t,20,t,Rideau-Vanier,45.42823,-75.6906,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,134.97,2026-06-24,2026-07-24,4049.0,134.97,30.0,90.0,t,30,60,90,365,2026-06-24,2,0,0,2024-09-25,2024-12-18,5.0,5.0,5.0,5.0,5.0,5.0,0.09,15,15
1736,1226787336302936400,2026-06-24,city scrape,Marché Suites The Amour 1 Bed,22350228,Jenny,11,8,7,5,"Ottawa, Canada",t,20,t,Rideau-Vanier,45.42901,-75.69032,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,152.67,2026-06-24,2026-07-24,4580.0,152.67,30.0,90.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,15,15
1737,1226809914873766275,2026-06-24,city scrape,"Game Room, Theatre, King Bed, Private Patio",43424548,Sean,10,9,4,6,"Ottawa, Canada",t,22,t,Kanata South,45.28077,-75.87258,Entire home,Entire home/apt,8,3.5,4.0,6.0,324.0,2026-08-05,2026-09-04,9719.85,324.0,30.0,1125.0,t,4,22,52,112,2026-06-24,50,10,35,2024-08-26,2026-03-20,4.96,4.98,5.0,5.0,5.0,4.96,2.25,7,7
1738,1226858310156450050,2026-06-24,city scrape,Serene Central 2 bedroom,401767563,Roxanne,5,1,3,11,"Ottawa, Canada",t,7,t,Rideau-Vanier,45.44175,-75.65799,Entire townhouse,Entire home/apt,5,1.0,2.0,2.0,114.09,2027-02-02,2027-03-04,3422.83,114.09,30.0,1125.0,t,9,21,50,313,2026-06-24,7,3,6,2024-10-20,2025-12-21,4.43,4.57,4.43,4.57,4.57,4.57,0.34,5,5
1739,1226907065468442928,2026-06-24,city scrape,Marché Suites The Terra 2 Bed,22350228,Jenny,11,8,7,5,"Ottawa, Canada",t,20,t,Rideau-Vanier,45.42998,-75.69187,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,182.53,2026-08-18,2026-09-17,5476.0,182.53,30.0,90.0,t,0,5,35,310,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,15,15
1740,1228439841211569783,2026-06-24,city scrape,Charming Getaway yet near Everything,7649249,Corey & Olga,12,11,1,8,"Ottawa, Canada",t,1,t,Kitchissippi,45.3925859,-75.7295924,Entire home,Entire home/apt,3,1.0,1.0,1.0,141.57,2026-09-09,2026-09-16,991.0,141.57,7.0,1125.0,t,3,3,13,162,2026-06-24,16,14,5,2024-12-31,2026-06-06,4.94,5.0,5.0,5.0,4.94,4.94,0.89,1,1
1741,1228527820288634046,2026-06-24,city scrape,4 Bedroom Luxury Barrhaven House,368688502,Daulton,5,9,3,6,"Ottawa, Canada",f,1,t,Barrhaven,45.26924,-75.78087,Entire home,Entire home/apt,8,2.5,4.0,4.0,293.17,2026-06-24,2026-07-24,8795.0,293.17,30.0,365.0,t,30,60,90,365,2026-06-24,1,0,1,2025-01-05,2025-01-05,2.0,2.0,2.0,1.0,3.0,2.0,0.06,1,1
1742,1228559623164775941,2026-06-24,city scrape,Marché Suite | The Aria Two Bed,25131124,Sovannara,11,6,7,5,"Ottawa, Canada",t,10,t,Rideau-Vanier,45.42842,-75.692,Room in hotel,Private room,4,1.0,2.0,2.0,289.86,2026-06-24,2026-06-25,289.86,289.86,1.0,30.0,t,19,42,72,345,2026-06-24,78,46,51,2024-08-31,2026-06-20,4.81,4.81,4.91,4.85,4.71,4.72,3.53,5,0
1743,1228574589727647885,2026-06-24,city scrape,Marché Suites | The Maya One Bed,25131124,Sovannara,11,6,7,5,"Ottawa, Canada",t,10,t,Rideau-Vanier,45.429284,-75.6913086,Room in hotel,Private room,2,1.0,1.0,1.0,238.51,2026-06-29,2026-06-30,238.51,238.51,1.0,365.0,t,13,35,60,330,2026-06-24,71,44,42,2024-09-27,2026-06-21,4.8,4.89,4.89,4.89,4.8,4.72,3.35,5,0
1744,1228580242608191122,2026-06-24,city scrape,Bright Private Spacious Unit with FREE Parking,597582005,Michael,1,10,1,9,"Ottawa, Canada",t,2,t,Innes,45.4448324356429,-75.52525846445742,Entire home,Entire home/apt,2,1.0,1.0,2.0,150.75,2026-07-15,2026-07-19,603.0,150.75,2.0,365.0,t,5,17,41,316,2026-06-24,55,26,32,2024-09-22,2026-05-27,4.8,4.89,4.85,4.89,4.91,4.85,2.57,2,2
1745,1228592671269859811,2026-06-24,city scrape,Marché Suites | The Terra 2 Bed,25131124,Sovannara,11,6,7,5,"Ottawa, Canada",t,10,t,Rideau-Vanier,45.429284,-75.6913086,Room in hotel,Private room,4,1.0,2.0,2.0,313.82,2026-06-24,2026-06-25,313.82,313.82,1.0,365.0,t,16,38,65,339,2026-06-24,96,59,68,2024-09-01,2026-06-06,4.84,4.85,4.96,4.89,4.86,4.7,4.35,5,0
1746,1228598662509969413,2026-06-24,city scrape,Marché Suites | Atelier One Bed,25131124,Sovannara,11,6,7,5,"Ottawa, Canada",t,10,t,Rideau-Vanier,45.429284,-75.6913086,Room in hotel,Private room,2,1.0,1.0,1.0,246.0,2026-06-25,2026-06-26,246.0,246.0,1.0,365.0,t,23,53,83,358,2026-06-24,53,34,38,2024-09-29,2026-05-31,4.79,4.94,4.87,4.92,4.68,4.75,2.51,5,0
1747,1228605841009029571,2026-06-24,city scrape,Marché Suites | Amour One Bed,25131124,Sovannara,11,6,7,5,"Ottawa, Canada",t,10,t,Rideau-Vanier,45.429284,-75.6913086,Room in hotel,Private room,2,1.0,1.0,1.0,228.24,2026-06-24,2026-06-25,228.24,228.24,1.0,365.0,t,27,46,65,327,2026-06-24,63,44,42,2024-09-01,2026-06-18,4.97,4.94,4.94,4.9,4.78,4.87,2.85,5,0
1748,1229719183864155110,2026-06-24,city scrape,*LUXE* 3BR Stay | Designer Touches + Private Patio,370610395,Mai,5,8,1,10,"Toronto, Canada",t,1,t,Barrhaven,45.26113,-75.75269,Entire home,Entire home/apt,6,2.5,3.0,3.0,499.27,2026-06-29,2026-07-01,998.53,499.27,1.0,14.0,t,21,38,65,65,2026-06-24,35,18,24,2024-09-29,2026-06-12,5.0,5.0,5.0,5.0,4.97,4.94,1.66,1,1
1749,1229795934094263514,2026-06-24,city scrape,Small Private Room Steps University Of Ottawa,510569116,Carlos,3,2,3,2,"Ottawa, Canada",f,47,t,Rideau-Vanier,45.42200660965303,-75.68054052125105,Private room in rental unit,Private room,1,2.0,2.0,1.0,61.07,2026-06-24,2026-07-24,1832.01,61.07,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,26,0
1750,1229930175768291084,2026-06-24,city scrape,Marché Suites | The Aria 2 Bed,22350228,Jenny,11,8,7,5,"Ottawa, Canada",t,20,t,Rideau-Vanier,45.4286,-75.69161,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,177.0,2026-08-18,2026-09-17,5310.0,177.0,30.0,365.0,t,0,5,35,310,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,15,15
1751,1230070568612113001,2026-06-24,city scrape,New Cozy Luxury House Hostel in Ottawa,195039046,Hong Tao,8,0,1,10,"Ottawa, Canada",t,3,t,Gloucester-South Nepean,45.2641599,-75.68893,Entire townhouse,Entire home/apt,6,2.5,3.0,3.0,156.71,2026-09-30,2026-10-30,4701.25,156.71,30.0,1125.0,t,0,0,0,267,2026-06-24,56,39,40,2024-08-30,2026-04-25,4.98,4.93,4.91,4.98,4.95,4.96,2.53,3,3
1752,1230650740000598420,2026-06-24,city scrape,New Cozy Luxury house 3BDR +free parking in Ottawa,195039046,Hong Tao,8,0,1,10,"Ottawa, Canada",t,3,t,Gloucester-South Nepean,45.26314,-75.68797,Entire home,Entire home/apt,6,2.5,3.0,3.0,153.95,2026-09-30,2026-10-31,4772.35,153.95,31.0,1125.0,t,0,0,0,172,2026-06-24,4,0,0,2024-09-26,2024-11-05,5.0,4.75,5.0,4.75,5.0,5.0,0.19,3,3
