,id,last_scraped,source,name,host_id,host_name,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_ly,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,calculated_host_listings_count,calculated_host_listings_count_entire_homes
0,261065,2026-06-24,city scrape,Westboro Village Executive Suite,1369632,Glenn,14,7,14,7,"Ottawa, Canada",t,1,t,Kitchissippi,45.39084,-75.75621,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,211.33,2026-07-14,2026-07-17,634.0,211.33,3.0,180.0,t,5,6,13,118,2026-06-24,133,18,21,2011-12-24,2026-06-22,4.95,4.98,4.98,4.95,4.95,4.91,0.75,1,1
1,290033,2026-06-24,city scrape,Rural charm close to the city,415201,Daniel,15,3,14,6,"Ottawa, Canada",t,1,t,Rideau-Goulbourn,45.1682,-75.71208,Entire home,Entire home/apt,4,1.0,2.0,2.0,224.81,2026-07-02,2026-07-04,449.62,224.81,2.0,14.0,t,23,53,83,149,2026-06-24,22,10,8,2013-02-19,2026-05-29,5.0,5.0,4.95,4.95,5.0,4.91,0.14,1,1
2,490182,2026-06-24,city scrape,Cozy Basement Studio Old Ottawa East,2401179,Ela,14,1,14,1,"Ottawa, Canada",t,3,t,Capital,45.4055,-75.67612,Private room in home,Private room,1,1.0,2.0,1.0,67.13,2026-08-02,2026-09-01,2013.93,67.13,30.0,365.0,t,0,21,51,326,2026-06-24,12,3,2,2018-04-29,2026-05-31,5.0,5.0,5.0,5.0,4.92,4.83,0.12,1,0
3,674799,2026-06-24,city scrape,Up to 3-bdrm with privacy - quiet & safe,2058676,William,14,2,14,2,"Ottawa, Canada",f,1,t,Gloucester-South Nepean,45.2691,-75.72197,Entire rental unit,Entire home/apt,6,1.0,5.0,4.0,168.5,2026-07-03,2026-07-05,337.0,168.5,1.0,90.0,t,17,45,75,350,2026-06-24,115,19,15,2013-07-02,2026-06-12,4.66,4.68,4.82,4.81,4.73,4.65,0.73,1,1
4,682632,2026-06-24,city scrape,"Adorable 2 bdrm, Central Ottawa PD1",3201295,Greg And Valerie,13,10,13,10,"Ottawa, Canada",t,8,t,Kitchissippi,45.40455,-75.7313,Entire home,Entire home/apt,4,1.0,2.0,2.0,98.06,2027-01-18,2027-02-18,3040.0,98.06,31.0,180.0,t,0,0,0,150,2026-06-24,11,0,2,2015-10-25,2025-06-15,4.82,4.73,4.91,4.91,4.91,4.73,0.08,8,4
5,682634,2026-06-24,city scrape,Highly desirable Ottawa & Wellington Village West!,3201295,Greg And Valerie,13,10,13,10,"Ottawa, Canada",t,8,t,Kitchissippi,45.4003,-75.73144,Entire townhouse,Entire home/apt,4,1.0,2.0,2.0,136.06,2026-11-01,2026-12-02,4218.0,136.06,31.0,1125.0,t,0,0,0,143,2026-06-24,14,3,2,2015-03-09,2026-02-26,4.93,4.93,5.0,5.0,4.93,4.64,0.1,8,4
6,902575,2026-07-02,previous scrape,Room for rent Downtown Ottawa R,3895093,Nicole,13,8,13,8,"Ottawa, Canada",f,1,t,Somerset,45.41753,-75.69297,Private room in rental unit,Private room,1,1.4,2.0,2.0,24.87,2026-07-02,2026-09-30,2238.28,24.87,90.0,1125.0,t,30,60,90,270,2026-07-02,7,0,0,2013-05-27,2016-09-28,4.57,4.86,4.86,5.0,4.86,4.14,0.04,1,0
7,943979,2026-07-02,previous scrape,Smart flat near Center&Glebe+Garage,5108859,Maria,13,4,13,3,"Ottawa, Canada",t,2,t,Somerset,45.41127,-75.69575,Entire rental unit,Entire home/apt,2,1.4,2.0,2.0,44.87,2026-07-03,2026-09-01,2691.99,44.87,60.0,400.0,t,29,59,89,364,2026-07-02,306,3,2,2013-04-19,2026-03-31,4.71,4.68,4.91,4.9,4.79,4.66,1.9,2,2
8,987450,2026-07-02,previous scrape,Central New condo w Balcony/Garage!,5108859,Maria,13,4,13,3,"Ottawa, Canada",t,2,t,Somerset,45.41083,-75.69474,Entire condo,Entire home/apt,2,1.4,2.0,2.0,49.31,2026-11-01,2026-12-31,2958.59,49.31,60.0,400.0,t,0,0,0,243,2026-07-02,330,3,4,2013-05-03,2026-04-26,4.71,4.69,4.92,4.9,4.83,4.68,2.06,2,2
9,1026310,2026-06-24,city scrape,Lakehouse Inspired Retreat Close to Downtown,5649683,Melanie,13,2,10,3,"Ottawa, Canada",f,1,t,Rideau-Rockcliffe,45.45592,-75.65727,Entire home,Entire home/apt,8,2.5,4.0,4.0,617.8,2026-07-02,2026-08-01,18534.0,617.8,30.0,1125.0,t,22,43,51,321,2026-06-24,17,0,0,2016-05-24,2021-12-29,4.76,4.82,4.94,4.94,4.94,4.5,0.14,1,1
10,1632559,2026-06-24,city scrape,"Lovely Victorian in the Glebe, Steps from Canal",1349081,Nomi,14,7,14,7,"Ottawa, Canada",f,1,t,Capital,45.40484,-75.68555,Entire townhouse,Entire home/apt,4,1.0,2.0,2.0,412.43,2026-07-09,2026-07-16,2887.0,412.43,7.0,30.0,t,15,45,75,75,2026-06-24,2,0,0,2017-08-05,2017-08-30,5.0,4.5,5.0,5.0,5.0,5.0,0.02,1,1
11,1703622,2026-06-24,city scrape,Bedroom in kanata south free parking & Gym access,5035914,Abdo,13,4,4,5,"Ottawa, Canada",f,3,t,Kanata South,45.28752,-75.86129,Private room in home,Private room,1,1.0,2.0,1.0,50.77,2026-06-24,2026-07-24,1522.98,50.77,30.0,1125.0,t,30,60,90,365,2026-06-24,18,0,1,2022-01-29,2025-06-16,4.44,4.44,4.72,4.72,4.5,4.44,0.34,2,0
12,1774018,2026-06-24,city scrape,Zen Tranquility Retreat,294136176,Vania,6,9,6,9,"Ottawa, Canada",f,1,t,Barrhaven,45.25212,-75.74594,Entire townhouse,Entire home/apt,5,1.5,3.0,3.0,146.94,2026-09-28,2026-10-29,4555.0,146.94,31.0,1125.0,t,1,22,22,196,2026-06-24,33,0,0,2019-09-22,2023-09-01,4.91,4.91,4.85,4.97,4.73,4.67,0.4,1,1
13,1827668,2026-06-24,city scrape,Centrally located 3 bedroom home in Westboro!,6818912,Anne-Marie,13,0,12,8,"Ottawa, Canada",f,1,t,Kitchissippi,45.39533,-75.7582,Entire bungalow,Entire home/apt,4,1.0,2.0,2.0,169.06,2027-05-01,2027-05-31,5071.82,169.06,30.0,1125.0,t,0,0,0,54,2026-06-24,62,1,1,2013-12-27,2025-06-30,4.81,4.84,4.89,4.93,4.93,4.84,0.41,1,1
14,1908873,2026-07-02,previous scrape,Mer Bleue Private Apartment,9905548,Nadine,12,7,11,2,"Ottawa, Canada",f,1,t,Innes,45.42971,-75.48987,Entire rental unit,Entire home/apt,3,1.4,1.0,2.0,173.3,0000-00-00,"""0000-00-00""",2246.7,173.3,30.0,120.0,t,0,0,0,0,2026-07-02,105,0,0,2015-05-03,2022-03-29,4.87,4.91,4.88,4.88,4.6,4.82,0.77,1,1
15,2148350,2026-06-24,city scrape,Bright Modern & Spacious - Executive Rental,10964947,Trevor,12,5,12,5,"Ottawa, Canada",t,3,t,College,45.34248,-75.78457,Entire home,Entire home/apt,2,1.0,1.0,1.0,125.59,2026-07-19,2026-08-16,3516.54,125.59,28.0,730.0,t,5,35,65,340,2026-06-24,84,4,5,2015-01-30,2026-03-31,4.95,4.96,4.99,5.0,4.88,4.88,0.61,3,3
16,2374455,2026-06-24,city scrape,Charming Eurostyle apartment! PD2,3201295,Greg And Valerie,13,10,13,10,"Ottawa, Canada",t,8,t,Kitchissippi,45.40387,-75.73097,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,87.94,2026-08-03,2026-09-03,2726.0,87.94,31.0,1125.0,t,0,20,41,104,2026-06-24,26,4,3,2015-09-19,2026-04-30,4.69,4.81,4.85,4.96,4.65,4.65,0.2,8,4
17,2453778,2026-06-24,city scrape,Central Ottawa Micro Condo Studio w Heated Parking,12547161,Evaldo,12,4,12,3,"Ottawa, Canada",t,2,t,Somerset,45.41062,-75.69663,Entire condo,Entire home/apt,2,1.0,2.0,1.0,88.5,2026-09-20,2026-10-20,2655.0,88.5,30.0,365.0,t,2,23,25,300,2026-06-24,312,4,4,2014-03-24,2026-02-12,4.94,4.94,4.97,4.99,4.86,4.85,2.09,1,1
18,2474327,2026-06-24,city scrape,Private unit close to Rideau Canal,12656347,Diem,12,3,11,11,"Ottawa, Canada",t,1,t,Capital,45.40874,-75.68044,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,184.0,2026-06-30,2026-07-01,184.0,184.0,1.0,1125.0,t,1,5,17,175,2026-06-24,270,37,29,2014-08-19,2026-06-21,4.87,4.9,4.98,4.97,4.9,4.83,1.87,1,1
19,2738455,2026-06-24,city scrape,Studio 2 OTTAWA WEST,12671457,Mariya,12,3,12,2,"Ottawa, Canada",t,2,t,College,45.31617,-75.83931,Private room in home,Private room,1,1.0,2.0,1.0,94.0,2026-06-25,2026-06-26,94.0,94.0,1.0,1125.0,t,25,25,39,140,2026-06-24,108,22,25,2014-11-10,2026-06-21,4.81,4.8,4.89,4.92,4.78,4.79,0.76,2,0
20,2744294,2026-07-02,previous scrape,3 Bedroom Executive Apt in Westboro,8166549,Michael,12,10,12,0,"Ottawa, Canada",f,1,t,Kitchissippi,45.39443771881639,-75.75187449759508,Entire rental unit,Entire home/apt,5,1.4,3.0,2.0,173.3,0000-00-00,"""0000-00-00""",2246.7,173.3,3.0,1125.0,t,0,0,0,0,2026-07-02,64,9,9,2014-06-28,2025-09-01,4.91,4.9,4.92,4.92,4.97,4.84,0.44,1,1
21,2935424,2026-06-24,city scrape,Large and bright apt. near downtown,2291577,Sylvie,14,1,12,2,"Ottawa, Canada",f,1,t,Rideau-Vanier,45.44051,-75.65658,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,81.63,2026-07-11,2026-08-10,2448.95,81.63,30.0,182.0,t,13,43,73,348,2026-06-24,35,1,1,2014-06-30,2025-09-30,4.37,4.63,4.82,4.76,4.26,4.36,0.24,1,1
22,2949838,2026-06-24,city scrape,Cozy and  vintage  spot in the heart of Ottawa,374659,Emma And Ed,15,4,12,7,"Ottawa, Canada",t,1,t,Rideau-Vanier,45.43029,-75.68937,Private room in guest suite,Private room,2,1.0,2.0,1.0,91.0,2026-06-24,2026-06-25,91.0,91.0,1.0,1125.0,t,4,13,27,293,2026-06-24,1022,130,77,2014-09-12,2026-06-10,4.51,4.62,4.81,4.86,4.87,4.58,7.12,1,0
23,3622272,2026-06-24,city scrape,Cozy and modern in Ottawa's Westboro Village,834817,Dominika,14,11,12,0,"Ottawa, Canada",t,1,t,Kitchissippi,45.3837582,-75.74764809999999,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,91.27,2026-09-01,2026-10-01,2738.0,91.27,30.0,180.0,t,0,0,21,201,2026-06-24,37,12,20,2023-12-25,2026-05-30,4.92,5.0,4.92,4.89,4.95,4.81,1.22,1,1
24,3765828,2026-06-24,city scrape,Heart of Ottawa's Attractions,19290752,Mojgan,11,10,11,10,"Ottawa, Canada",t,3,t,Rideau-Vanier,45.43382,-75.69221,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,135.33,2026-06-24,2026-07-24,4060.0,135.33,30.0,1125.0,t,30,60,90,365,2026-06-24,112,0,0,2014-09-18,2019-04-28,4.56,4.74,4.76,4.85,4.82,4.57,0.78,3,3
25,3929195,2026-06-24,city scrape,Victorian House in Byward Market,20355739,Irma,11,10,11,9,"Ottawa, Canada",f,1,t,Rideau-Vanier,45.43206,-75.6949,Entire townhouse,Entire home/apt,5,1.5,2.0,2.0,293.5,2026-07-01,2026-07-15,4109.0,293.5,14.0,200.0,t,23,53,83,243,2026-06-24,23,0,2,2014-11-23,2025-06-08,4.91,4.87,5.0,4.87,5.0,4.83,0.16,1,1
26,4052228,2026-06-24,city scrape,Two-bedroom executive suite in a country setting,21011582,Claudette,11,9,11,9,"Ottawa, Canada",t,3,t,Cumberland,45.34755,-75.44776,Private room in home,Private room,4,1.0,2.0,2.0,68.3,2026-09-04,2026-10-04,2049.08,68.3,30.0,1125.0,t,0,0,18,293,2026-06-24,80,1,0,2014-10-28,2026-05-17,4.88,4.91,4.94,4.96,4.8,4.88,0.56,3,0
27,4183188,2026-06-24,city scrape,Chic 1 Bedroom in Beechwood Village (Suite 1),21702498,Jane,11,9,11,9,"Ottawa, Canada",f,2,t,Rideau-Vanier,45.4399,-75.6684,Entire rental unit,Entire home/apt,2,1.4,1.0,1.0,76.16,2026-07-27,2026-08-26,2284.81,76.16,30.0,1125.0,t,0,27,37,283,2026-06-24,37,2,2,2014-11-08,2026-05-04,4.95,4.94,4.92,4.94,4.75,4.81,0.26,2,2
28,4406846,2026-07-02,previous scrape,Walkable Central 1BR House | Parking,1300135,Ains,14,8,14,8,"Ottawa, Canada",t,1,t,Somerset,45.41536,-75.70314,Entire home,Entire home/apt,2,1.4,1.0,2.0,173.3,0000-00-00,"""0000-00-00""",2246.7,173.3,1.0,28.0,t,1,1,1,1,2026-07-02,46,5,4,2014-11-22,2026-06-11,4.83,4.83,4.89,4.96,4.87,4.76,0.33,1,1
29,4706926,2026-06-24,city scrape,Webster Gardens,24328926,Fay,11,6,11,6,"Ottawa, Canada",f,2,t,Alta Vista,45.38657,-75.65642,Private room in bed and breakfast,Private room,2,1.0,2.0,1.0,94.6,2026-06-25,2026-07-25,2838.0,94.6,30.0,1125.0,t,29,59,89,364,2026-06-24,49,0,0,2015-02-01,2023-06-26,4.84,4.8,4.86,4.88,4.67,4.86,0.35,2,0
30,4757549,2026-06-24,city scrape,"Artful Canal/Glebe Loft  | Sunny, Scenic & Central",11105198,James,12,5,11,6,"Ottawa, Canada",t,3,t,Capital,45.39697,-75.68582,Entire loft,Entire home/apt,2,1.0,1.0,1.0,326.0,2026-06-29,2026-06-30,326.0,326.0,1.0,1125.0,t,11,35,40,40,2026-06-24,477,51,43,2015-01-24,2026-06-20,4.92,4.94,4.91,4.95,4.97,4.83,3.43,1,1
31,5117160,2026-07-02,previous scrape,Charming Westboro location - comfortable bedroom,26444850,Brenda,11,5,11,2,"Ottawa, Canada",f,2,t,Kitchissippi,45.3821,-75.75683,Private room in home,Private room,1,1.4,2.0,2.0,14.78,2026-11-01,2026-12-31,886.98,14.78,60.0,500.0,t,0,26,26,87,2026-07-02,66,5,2,2015-09-09,2026-06-27,4.92,4.91,4.95,4.89,4.83,4.88,0.5,2,0
32,5220678,2026-06-24,city scrape,Webster Gardens,24328926,Fay,11,6,11,6,"Ottawa, Canada",f,2,t,Alta Vista,45.38763,-75.65732,Private room in home,Private room,2,1.0,2.0,1.0,94.6,2026-06-25,2026-07-25,2838.0,94.6,30.0,1125.0,t,29,59,89,89,2026-06-24,47,0,0,2015-02-20,2023-02-20,4.62,4.66,4.7,4.6,4.52,4.43,0.34,2,0
33,5924541,2026-06-24,city scrape,Central New York Loft Style 2 BDM,7354245,Lisa,12,11,12,10,"Ontario, Canada",t,29,t,Somerset,45.412,-75.69986,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,149.15,2026-10-14,2026-11-13,4474.54,149.15,30.0,999.0,t,28,28,32,285,2026-06-24,91,2,3,2015-04-10,2026-05-01,4.69,4.7,4.89,4.78,4.81,4.59,0.67,20,20
34,6032518,2026-06-24,city scrape,Awesome view of the Gatineau Mountains.,31208679,Debra,11,2,9,9,"Ottawa, Canada",f,2,t,West Carleton-March,45.44504,-76.05336,Private room in bungalow,Private room,2,1.0,2.0,1.0,100.43,2026-06-25,2026-07-25,3012.78,100.43,30.0,1125.0,t,29,59,89,364,2026-06-24,4,0,0,2017-07-02,2017-10-22,4.5,5.0,5.0,5.0,3.67,4.33,0.04,1,0
35,6121836,2026-06-24,city scrape,The PORCH'S Little Bit of Country!,31556447,Nancy And John,11,2,11,1,"Ottawa, Canada",t,2,t,College,45.3539629318297,-75.73842807466299,Private room in home,Private room,4,1.0,2.0,2.0,109.0,2026-06-29,2026-06-30,109.0,109.0,1.0,1125.0,t,4,13,28,300,2026-06-24,254,32,43,2015-05-17,2026-05-31,4.96,4.96,4.99,4.98,4.86,4.91,1.88,2,0
36,6121871,2026-06-24,city scrape,The PORCH'S Sunny Yellow Room,31556447,Nancy And John,11,2,11,1,"Ottawa, Canada",t,2,t,College,45.35532,-75.73721,Private room in home,Private room,4,1.0,2.0,2.0,109.0,2026-06-29,2026-06-30,109.0,109.0,1.0,1125.0,t,7,15,22,293,2026-06-24,337,32,36,2015-05-19,2026-06-21,4.89,4.89,4.95,4.96,4.87,4.84,2.49,2,0
37,6197420,2026-06-24,city scrape,"Gorgeous, Large 3 Bed Downtown with Parking",7354245,Lisa,12,11,12,10,"Ontario, Canada",t,29,t,Somerset,45.41342,-75.70607,Entire townhouse,Entire home/apt,7,1.5,3.0,4.0,211.27,2026-08-06,2026-09-06,6549.29,211.27,31.0,999.0,t,1,18,48,323,2026-06-24,147,4,4,2015-06-29,2026-05-02,4.71,4.8,4.91,4.93,4.76,4.63,1.1,20,20
38,6424695,2026-06-24,city scrape,This cozy one bedroom in-law suite,2819714,Andrea And Dara,13,11,11,1,"Ottawa, Canada",f,2,t,Kitchissippi,45.39859,-75.73035,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,171.33,2026-07-04,2026-07-07,514.0,171.33,1.0,90.0,t,12,27,57,332,2026-06-24,177,18,13,2015-05-29,2026-06-19,4.82,4.87,4.94,4.89,4.93,4.81,1.31,1,1
39,6430320,2026-06-24,city scrape,Studio apt. best location in Ottawa,19290752,Mojgan,11,10,11,10,"Ottawa, Canada",t,3,t,Rideau-Vanier,45.43332,-75.69049,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,73.56,2026-06-24,2026-07-24,2206.82,73.56,30.0,730.0,t,30,60,90,365,2026-06-24,177,0,0,2015-05-30,2024-08-30,4.68,4.83,4.81,4.84,4.73,4.54,1.31,3,3
40,6475461,2026-06-24,city scrape,Crystal Bay Loft,33827123,Gerald,11,1,11,1,"Ottawa, Canada",t,1,t,Bay,45.36383,-75.86153,Private room in home,Private room,2,1.0,2.0,1.0,124.5,2026-06-30,2026-07-02,249.0,124.5,2.0,14.0,t,13,43,69,159,2026-06-24,251,27,29,2015-06-02,2026-06-22,4.91,4.92,4.98,4.99,4.9,4.91,1.86,1,0
41,6478453,2026-06-24,city scrape,"Comfy mini-suite, great location.",33836567,Linden,11,1,11,1,"Ottawa, Canada",f,2,t,Capital,45.39851,-75.69425,Private room in home,Private room,1,1.0,2.0,1.0,53.1,2026-12-31,2027-01-31,1646.0,53.1,31.0,180.0,t,0,0,0,175,2026-06-24,154,4,5,2015-05-24,2026-05-02,4.91,4.93,4.99,4.95,4.96,4.91,1.14,2,0
42,6500659,2026-06-24,city scrape,Ultra Modern Chalet in the Woods,33978514,Peter,11,1,11,1,"Ottawa, Canada",t,1,t,West Carleton-March,45.42571,-76.07842,Entire chalet,Entire home/apt,4,2.0,2.0,2.0,417.0,2026-07-09,2026-07-11,834.0,417.0,1.0,8.0,t,6,14,37,286,2026-06-24,234,28,30,2015-05-31,2026-05-25,4.98,4.98,4.98,4.99,4.87,4.91,1.74,1,1
43,6512008,2026-06-24,city scrape,"Westboro: Petit déj' compris, tranquille - Chatte",16181239,Gaëtane,12,0,11,1,"Ottawa, Canada",t,2,t,Kitchissippi,45.39607,-75.75796,Private room in rental unit,Private room,2,1.0,2.0,1.0,120.0,2026-08-04,2026-08-05,120.0,120.0,1.0,1125.0,t,0,19,49,49,2026-06-24,25,2,4,2018-11-04,2026-05-10,5.0,4.88,4.96,4.96,4.96,4.8,0.27,2,0
44,6512045,2026-07-02,previous scrape,"Quiet, nice light, cat in residence",16181239,Gaëtane,12,0,11,1,"Ottawa, Canada",t,2,t,Kitchissippi,45.39546,-75.75959,Private room in rental unit,Private room,2,1.4,2.0,2.0,173.3,0000-00-00,"""0000-00-00""",2246.7,173.3,1.0,1125.0,t,0,0,0,0,2026-07-02,34,6,8,2016-11-06,2026-05-26,4.94,4.88,4.97,4.94,4.88,4.82,0.29,2,0
45,6586860,2026-06-24,city scrape,Cozy Suite,32721950,Hanan,11,1,11,0,"Ottawa, Canada",f,1,t,Rideau-Rockcliffe,45.4292,-75.64563,Entire home,Entire home/apt,2,1.0,1.0,1.0,141.75,2026-06-30,2026-07-04,567.0,141.75,4.0,1125.0,t,12,26,38,297,2026-06-24,182,13,11,2015-06-10,2026-06-12,4.78,4.81,4.91,4.9,4.79,4.81,1.35,1,1
46,6589324,2026-06-24,city scrape,Heritage Luxury at Peloton House and Art Gallery,1878522,Ursula,14,3,14,3,"Ottawa, Canada",t,2,t,Rideau-Rockcliffe,45.44129,-75.68632,Entire loft,Entire home/apt,4,2.0,2.0,2.0,320.0,2026-07-21,2026-07-23,640.0,320.0,1.0,90.0,t,3,18,24,24,2026-06-24,271,26,27,2016-06-23,2026-06-14,4.93,4.95,4.96,4.98,4.95,4.83,2.22,2,2
47,6591110,2026-06-24,city scrape,Great place to relax close to all tourist areas,34481136,Jane And Serge,11,0,11,0,"Ottawa, Canada",f,1,t,Rideau-Vanier,45.43304,-75.66247,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,142.1,2026-07-01,2026-07-30,4121.0,142.1,29.0,1124.0,t,23,53,83,83,2026-06-24,181,0,0,2015-11-27,2021-08-22,4.87,4.89,4.97,4.92,4.71,4.87,1.41,1,1
48,6612499,2026-06-24,city scrape,1 Guest/Furn'd Bedrm in 3 Bedm Apt.,34602819,Christine,11,0,11,0,"Ottawa, Canada",t,13,t,Rideau-Vanier,45.42657,-75.67649,Private room in rental unit,Private room,1,1.0,2.0,1.0,49.21,2026-12-20,2027-01-19,1476.19,49.21,30.0,1125.0,t,0,0,5,191,2026-06-24,19,1,2,2015-09-03,2025-12-31,4.74,4.74,4.84,4.89,4.84,4.37,0.14,13,3
49,7025115,2026-06-24,city scrape,1 Guest/Furn'd Bedrm in 3 Bedm Apt.,34602819,Christine,11,0,11,0,"Ottawa, Canada",t,13,t,Rideau-Vanier,45.42619,-75.67676,Private room in rental unit,Private room,1,1.0,2.0,1.0,49.21,2026-09-12,2026-10-12,1476.19,49.21,30.0,1125.0,t,8,27,37,312,2026-06-24,17,2,1,2015-10-05,2026-06-15,4.65,4.88,4.94,4.82,4.94,4.59,0.13,13,3
50,7064475,2026-06-24,city scrape,Spacious room with ensuite. Central location.,33836567,Linden,11,1,11,1,"Ottawa, Canada",f,2,t,Capital,45.39724,-75.69574,Private room in home,Private room,1,1.0,2.0,1.0,54.61,2027-01-31,2027-03-03,1693.0,54.61,31.0,186.0,t,0,0,0,144,2026-06-24,111,3,2,2015-08-10,2026-05-14,4.95,4.99,5.0,5.0,4.96,4.93,0.84,2,0
51,7182054,2026-06-24,city scrape,Upscale 2 bdrms & baths condo,8729464,Elise,12,9,10,11,"Ottawa, Canada",t,1,t,Kitchissippi,45.39697,-75.71236,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,99.56,2027-01-01,2027-01-31,2986.68,99.56,30.0,1125.0,t,0,6,6,180,2026-06-24,96,3,2,2015-09-06,2026-05-01,4.82,4.96,4.89,4.98,4.83,4.86,0.73,1,1
52,7216610,2026-06-24,city scrape,"Townhome in Ottawa, near to Britannia Beach",37781349,Kim,10,11,9,1,"Kemptville, Canada",f,1,t,Bay,45.35516,-75.78595,Entire townhouse,Entire home/apt,5,2.5,3.0,3.0,81.55,2027-01-03,2027-02-02,2446.52,81.55,30.0,365.0,t,0,0,0,172,2026-06-24,15,0,0,2017-07-02,2019-06-01,4.2,4.73,4.8,5.0,4.71,4.57,0.14,1,1
53,7256615,2026-06-24,city scrape,Upscale Country Home/ Ottawa Canada,35485441,Brenda,11,0,11,0,"Dunrobin, Canada",f,2,t,West Carleton-March,45.47205,-76.03468,Entire home,Entire home/apt,6,3.0,3.0,3.0,226.77,2026-07-01,2026-07-31,6803.0,226.77,30.0,180.0,t,23,53,83,358,2026-06-24,2,0,1,2021-12-07,2025-04-11,5.0,5.0,5.0,5.0,5.0,5.0,0.04,1,1
54,7279754,2026-07-02,previous scrape,Britannia Beach - master & fireplace,29268749,Linda,11,3,11,3,"Ottawa, Canada",f,2,t,Bay,45.3682,-75.79825,Private room in home,Private room,1,1.4,2.0,2.0,107.5,2026-07-03,2026-07-05,215.0,107.5,2.0,13.0,t,29,29,38,38,2026-07-02,113,4,6,2015-07-20,2025-10-19,4.81,4.89,4.93,4.93,4.82,4.81,0.85,2,1
55,7713717,2026-06-24,city scrape,Bright Spacious Room Close to Everything w/Parking,248064,Tasha,15,8,10,9,"Ottawa, Canada",t,1,t,Somerset,45.41047,-75.71049,Private room in townhouse,Private room,2,1.5,2.0,1.0,137.0,2026-07-12,2026-07-14,274.0,137.0,2.0,3.0,t,12,37,67,67,2026-06-24,186,18,28,2016-02-15,2025-11-08,4.92,4.94,4.95,4.97,4.89,4.85,1.48,1,0
56,7782901,2026-06-24,city scrape,Room w/ bed & desk in an Ottawa homestay!,3582571,Maree And Geoff,13,9,10,10,"Ottawa, Canada",f,3,t,Rideau-Vanier,45.43596,-75.69103,Private room in home,Private room,1,1.5,1.0,1.0,40.43,2026-08-31,2026-09-30,1212.92,40.43,5.0,1125.0,t,16,19,41,262,2026-06-24,24,0,0,2015-08-21,2023-07-30,5.0,4.96,5.0,5.0,5.0,4.96,0.18,3,0
57,7840014,2026-06-24,city scrape,Charming House in West Ottawa,28096363,Andy Diane,11,4,10,10,"Gatineau, Canada",f,3,t,West Carleton-March,45.25667,-76.06605,Entire home,Entire home/apt,10,2.5,6.0,5.0,307.46,2026-06-24,2026-07-24,9223.82,307.46,30.0,1125.0,t,30,60,90,90,2026-06-24,29,0,0,2015-09-08,2020-08-02,4.55,4.69,4.86,4.83,4.79,4.86,0.22,1,1
58,7901417,2026-07-02,previous scrape,Bed & desk in ByWard Homestay near uOttawa,3582571,Maree And Geoff,13,9,10,10,"Ottawa, Canada",f,3,t,Rideau-Vanier,45.43635,-75.69262,Private room in home,Private room,1,1.4,2.0,2.0,173.3,0000-00-00,"""0000-00-00""",2246.7,173.3,30.0,1125.0,t,7,10,10,11,2026-07-02,52,4,4,2015-11-19,2026-03-07,5.0,5.0,5.0,4.98,4.98,4.98,0.4,3,0
59,7956313,2026-06-24,city scrape,Comfy Stay for Medical Trainees,10424386,Darlene,12,6,10,10,"Ottawa, Canada",f,2,t,Kitchissippi,45.38997,-75.72848,Private room in home,Private room,1,1.0,2.0,1.0,44.9,2026-09-19,2026-10-19,1346.91,44.9,30.0,360.0,t,0,0,3,172,2026-06-24,66,1,0,2015-09-01,2026-05-31,4.82,4.8,4.97,4.95,4.86,4.86,0.5,2,0
60,8079065,2026-06-24,city scrape,Townhouse 5 min from CTC for Sens or concerts,3214251,Luis,13,10,10,9,Canada,f,1,t,Stittsville-Kanata West,45.28614,-75.92967,Private room in townhouse,Private room,1,1.0,1.0,2.0,49.69,2026-06-24,2026-07-24,1490.57,49.69,30.0,1125.0,t,30,60,90,365,2026-06-24,4,0,0,2016-05-09,2017-12-10,4.75,4.75,5.0,5.0,5.0,5.0,0.03,1,0
